flanker_instruction.started,flanker_instruction.stopped,flanker_instruction_resp.keys,flanker_instruction_resp.rt,flanker_instruction_resp.started,flanker_instruction_resp.stopped,admin,participant,session,date,frameRate,
5.5847207000006165,None,space,13.424717199999577,5.5847207000006165,None,1,1,1,2022-10-29_15h04.56.602,60.42084325724736,
