practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,name,type,canswer,flanker_instruction.started,flanker_instruction.stopped,flanker_instruction_resp.keys,flanker_instruction_resp.rt,flanker_instruction_resp.started,flanker_instruction_resp.stopped,flanker_fix.started,flanker_fix.stopped,admin,participant,session,date,frameRate,
,,,,,,,5.30997170000046,None,space,0.4977173000006587,5.30997170000046,None,,,1,1,1,2022-10-30_01h44.59.457,59.89157229723668,
,,,,,,,,,,,,,5.848917700001039,None,,,,,,
