practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,name,type,canswer,flanker_instruction.started,flanker_instruction.stopped,flanker_instruction_resp.keys,flanker_instruction_resp.rt,flanker_instruction_resp.started,flanker_instruction_resp.stopped,flanker_fix.started,flanker_fix.stopped,admin,participant,session,date,frameRate,
,,,,,,,77.66219519999868,None,space,0.41606859999592416,77.66219519999868,None,,,1,1,1,2022-10-30_01h44.40.750,60.28421596456942,
,,,,,,,,,,,,,78.11029369999596,None,,,,,,
