practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,name,type,canswer,flanker_instruction.started,flanker_instruction.stopped,flanker_instruction_resp.keys,flanker_instruction_resp.rt,flanker_instruction_resp.started,flanker_instruction_resp.stopped,flanker_fix.started,flanker_fix.stopped,admin,participant,session,date,frameRate,
,,,,,,,6.96808510000119,None,space,2.623678900003142,6.96808510000119,None,,,1,1,1,2022-10-30_01h34.03.309,60.43563212328777,
,,,,,,,,,,,,,9.650763600002392,None,,,,,,
