practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,name,type,canswer,flanker_instruction.started,flanker_instruction.stopped,flanker_instruction_resp.keys,flanker_instruction_resp.rt,flanker_instruction_resp.started,flanker_instruction_resp.stopped,flanker_fix.started,flanker_fix.stopped,admin,participant,session,date,frameRate,
,,,,,,,10.975292599992827,None,space,1.5922173000872135,10.975292599992827,None,,,admin,participant,session,2022-10-29_22h19.24.881,58.96706216650071,
,,,,,,,,,,,,,12.584750700043514,None,,,,,,
